einhvern	fokeo
var	sfg3eþ
kominn	sþgken
meðfram	aa
til	ae
að	cn
kanna	sng
,	,
hvernig	aa
þessi	faven
nýja	lvenvf
eign	nven
bankans	nkeeg
hentaði	svg3eþ
til	ae
gleðskapar	nkee
á	aþ
nóttunni	nveþg
fyrir	ao
hinar	gvfo
ýmsu	fovfo
nefndir	nvfo
og	c
ráð	nhfo
.	.

þeir	fpkfn
höfðu	sfg3fþ
náttúrlega	aa
svona	lhfoof
hús	nhfo
út	aa
um	ao
alla	foveo
borg	nveo
.	.

þau	fphfn
fengust	sfm3fþ
fyrir	ao
lítið	lheosf
á	aþ
uppboðum	nhfþ
.	.

en	c
átti	sfg3eþ
hún	fpven
þá	aa
ekki	aa
einmitt	aa
að	cn
nota	sng
þetta	faheo
eina	lheovf
og	c
seinasta	lheove
tækifæri	nheo
til	ae
að	cn
henda	sng
bankastjóranum	nkeþg
út	aa
?	?

eldri	lkfnvm
sjómenn	nkfn
drógu	sfg3fþ
skjótt	aa
athyglina	nveog
frá	aþ
henni	fpveþ
og	c
ræddu	sfg3fþ
um	ao
veiðar	nvfo
almennt	aa
.	.

þeir	fpkfn
teygðu	sfg3fþ
orðin	nhfog
út	aa
úr	aþ
sér	fpkfþ
svo	aa
umræðurnar	nvfng
entust	sfm3fþ
lengi	aa
,	,
syfjulegar	lvfnsf
samræður	nvfn
um	ao
ekkert	foheo
.	.

þetta	fahen
var	sfg3eþ
sama	fbven
sagan	nveng
síendurtekin	lvensf
í	aþ
matstofu	nveþ
bátanna	nkfeg
.	.

alltaf	aa
vildi	sfg3eþ
einhver	foken
snerta	sng
froskmannabúninginn	nkeog
og	c
furðaði	sfg3eþ
sig	fpkeo
á	aþ
hver	fsken
hefði	svg3eþ
fundið	ssg
hann	fpkeo
upp	aa
og	c
spurði	sfg3eþ
:	:

«	«
er	sfg3en
það	fphen
vitað	sþghen
?	?
»	»

froskmaðurinn	nkeng
rakti	sfg3eþ
í	aþ
grófum	lkfþsf
dráttum	nkfþ
þróun	nveo
köfunaraðferða	nvfe
.	.

hann	fpken
sagði	sfg3eþ
að	c
köfun	nven
hefði	svg3eþ
tekið	ssg
skjótum	lvfþsf
framförum	nvfþ
og	c
langaði	sfg3eþ
jafnvel	aa
til	ae
að	cn
skrifa	sng
sögu	nveo
köfunar	nvee
í	aþ
heiminum	nkeþg
eða	c
að	aþ
minnsta	lkeþve
kosti	nkeþ
við	ao
Ísland	nheo-s
.	.

tækninotkun	nven
í	aþ
sambandi	nheþ
við	ao
köfun	nveo
fleygði	sfg3eþ
fram	aa
í	aþ
stríðinu	nheþg
,	,
sagði	sfg3eþ
hann	fpken
.	.

fyrstu	lkfnve
froskmennirnir	nkfng
komu	sfg3fþ
þá	aa
fram	aa
.	.

stríðin	nhfng
reyna	sfg3fn
svo	aa
á	ao
hugvitið	nheog
.	.

er	sfg3en
búningurinn	nkeng
fóðraður	lkensf
?	?
var	sfg3eþ
spurt	sþghen
.	.

nei	au
,	,
þetta	fahen
er	sfg3en
svampur	nken
,	,
svaraði	sfg3eþ
hann	fpken
og	c
langaði	sfg3eþ
að	cn
lýsa	sng
muninum	nkeþg
á	aþ
gervisvampi	nkeþ
og	c
lífrænum	lkeþsf
svampi	nkeþ
.	.

froskmaðurinn	nkeng
sat	sfg3eþ
milli	ae
sjómannanna	nkfeg
í	aþ
matsalnum	nkeþg
,	,
örlítið	aa
feiminn	lkensf
yfir	aþ
að	cn
sitja	sng
í	aþ
búningnum	nkeþg
við	ao
borðið	nheog
.	.

það	fphen
vakti	sfg3eþ
blygðun	nveo
hans	fpkee
og	c
hann	fpken
varð	sfg3eþ
óöruggur	lkensf
.	.

í	ao
lokin	nhfog
beið	sfg3eþ
hann	fpken
eftir	aþ
hinni	gveþ
óhjákvæmilegu	lveþvf
spurningu	nveþ
:	:

sástu	sfg2eþ
hana	fpveo
?	?

hverja	fsveo
?	?
spurði	sfg3eþ
hann	fpken
og	c
tók	sfg3eþ
óðar	aam
þátt	nkeo
í	aþ
leiknum	nkeþg
og	c
lést	sfm3eþ
ekkert	foheo
vita	sng
.	.

nú	aa
hafmeyjuna	nveog
,	,
maður	nken
,	,
sagði	sfg3eþ
einn	tfken
af	aþ
yngri	lkfþvm
strákunum	nkfþg
.	.

froskmaðurinn	nkeng
gerði	sfg3eþ
sig	fpkeo
dularfullan	lkeosf
,	,
brosti	sfg3eþ
leyndardómsfullt	aa
og	c
gaf	sfg3eþ
ýmislegt	lheosf
í	ao
skyn	nheo
með	aþ
þögninni	nveþg
.	.

í	ao
þetta	faheo
sinn	nheo
brá	sfg3eþ
hann	fpken
út	aa
af	aþ
vananum	nkeþg
og	c
svaraði	sfg3eþ
blátt	aa
áfram	aa
:	:

já	au
,	,
ég	fp1en
sá	sfg1eþ
hana	fpveo
.	.

og	c
hvernig	aa
var	sfg3eþ
hún	fpven
?	?
spurðu	sfg3fþ
yngri	lkfnvm
sjómennirnir	nkfng
áfjáðir	lkfnsf
og	c
æstir	lkfnsf
í	ao
leikinn	nkeog
.	.

hún	fpven
var	sfg3eþ
eins	aa
og	c
ég	fp1en
,	,
í	aþ
froskmannabúningi	nkeþ
,	,
svaraði	sfg3eþ
hann	fpken
.	.

lifandi	lvenof
eftirmynd	nven
mín	feven
.	.

það	fphen
var	sfg3eþ
almennur	lkensf
hlátur	nken
sem	ct
yngstu	lkfnve
mennirnir	nkfng
ýktu	sfg3fþ
með	aþ
látum	nhfþ
og	c
heljarmiklu	lheþsf
stappi	nheþ
.	.

þeir	fpkfn
gripu	sfg3fþ
um	ao
herðar	nvfo
honum	fpkeþ
og	c
hlógu	sfg3fþ
framan	aa
í	ao
hann	fpkeo
.	.

allt	fohen
í	aa
kringum	ao
hann	fpkeo
voru	sfg3fþ
opnir	lkfnsf
munnar	nkfn
með	ao
rautt	lheosf
og	c
vott	lheosf
tannhold	nheo
.	.

hann	fpken
varð	sfg3eþ
dapur	lkensf
og	c
skildi	sfg3eþ
að	c
orð	nhfn
hans	fpkee
höfðu	sfg3fþ
verið	ssg
óvenjulega	aa
fyndin	lhfnsf
,	,
en	c
í	ao
stað	nkeo
þess	fphee
að	cn
gleðjast	snm
varð	sfg3eþ
hann	fpken
drungalegur	lkensf
og	c
spurningin	nveng
:	:

«	«
þér	fp2eþ
hefur	sfg3en
samt	aa
ekki	aa
dottið	ssg
í	ao
hug	nkeo
að	cn
verða	sng
eftir	aa
hjá	aþ
henni	fpveþ
?	?
»	»
kom	sfg3eþ
illa	aa
við	ao
hann	fpkeo
.	.

nei	au
,	,
svaraði	sfg3eþ
froskmaðurinn	nkeng
einbeittur	lkensf
.	.

ég	fp1en
fer	sfg1en
heim	aa
til	ae
minnar	fevee
konu	nvee
.	.

farið	sþghen
var	sfg3eþ
að	cn
ræða	sng
í	aþ
gamni	nheþ
um	ao
hafmeyjar	nvfo
og	c
sjómennirnir	nkfng
reyndu	sfg3fþ
jafnvel	aa
að	cn
vera	sng
bókmenntalegir	lkfnsf
.	.

í	aþ
umræðunum	nvfþg
vottaði	sfg3eþ
fyrir	aþ
draumi	nkeþ
og	c
von	nveþ
um	ao
hið	gheo
óvænta	lheovf
,	,
og	c
að	c
kannski	aa
væru	svg3fþ
hafmeyjarnar	nvfng
til	aa
úti	aa
í	aþ
óravídd	nveþ
hafsins	nheeg
og	c
kæmu	svg3fþ
upp	aa
á	ao
yfirborðið	nheog
við	ao
sólarlag	nheo
um	ao
kvöld	nheo
í	aþ
blíðskapar	nkee
veðri	nheþ
og	c
kyrrum	lkeþsf
sjó	nkeþ
og	c
færu	svg3fþ
að	cn
greiða	sng
sér	fpvfþ
.	.

hver	fsken
veit	sfg3en
nema	c
þær	fpvfn
syntu	svg3fþ
upp	aa
og	c
yrðu	svg3fþ
að	aþ
veruleika	nkeþ
fyrir	aþ
augum	nhfþ
sjómannanna	nkfeg
,	,
holdguð	lvensf
ósk	nven
,	,
draumurinn	nkeng
færður	sþgken
í	ao
sólarglóð	nveo
einmitt	aa
þegar	c
enginn	foken
væri	svg3eþ
nálægur	lkensf
.	.

þetta	faheo
sögðu	sfg3fþ
þeir	fpkfn
og	c
vissu	sfg3fþ
undir	aa
niðri	aa
að	c
sjómaðurinn	nkeng
vill	sfg3en
miklu	lheþsf
fremur	aam
eiga	sng
draum	nkeo
en	c
að	c
draumurinn	nkeng
rætist	svm3en
.	.

froskmanninum	nkeþg
leiddist	sfm3eþ
umræðurnar	nvfng
.	.

honum	fpkeþ
þótti	sfg3eþ
einkum	aa
yngstu	lkfnve
sjómennirnir	nkfng
afbaka	sfg3fn
sögur	nvfo
um	ao
hafmeyjar	nvfo
.	.

hann	fpken
kannaðist	sfm3eþ
ekki	aa
við	ao
þær	fpvfo
úr	aþ
neinum	fovfþ
bókum	nvfþ
.	.

honum	fpkeþ
gramdist	sfm3eþ
hinn	gken
sjálfstæði	lkenvf
hugarburður	nken
þótt	c
hann	fpken
væri	svg3eþ
enginn	foken
lærður	lkensf
sérfræðingur	nken
í	aþ
hafmeyjum	nvfþ
.	.

en	c
þær	fpvfn
urðu	sfg3fþ
óþægilegar	lvfnsf
og	c
hann	fpken
reis	sfg3eþ
á	ao
fætur	nkfo
jafn	aa
skjótt	aa
og	c
hann	fpken
hafði	sfg3eþ
setið	ssg
hæfilega	aa
lengi	aa
.	.

verið	sbg2fn
blessaðir	lkfnsf
,	,
sagði	sfg3eþ
hann	fpken
.	.

við	fp1fn
átum	sfg1fþ
hádegisverð	nkeo
í	aþ
flugstöðvarbyggingunni	nveþg
,	,
írska	lveosf
kássu	nveo
sem	ct
mestanpart	aa
samanstóð	sfg3eþ
af	aþ
kartöflum	nvfþ
og	c
mauksoðnu	lheþsf
grænmeti	nheþ
,	,
og	c
vorum	sfg1fþ
síðan	aa
leidd	sþghfn
útað	aþ
vélinni	nveþg
af	aþ
teinréttum	lkeþsf
og	c
svartklæddum	lkeþsf
embættismanni	nkeþ
með	ao
mikið	lheosf
jarpt	lheosf
yfirskegg	nheo
sem	ct
minnti	sfg3eþ
á	ao
ljónsgranir	nvfo
.	.

fyrirmæli	nhfo
sín	fehfo
gaf	sfg3eþ
hann	fpken
hvellum	lkeþsf
rómi	nkeþ
í	aþ
sundurhöggnum	lvfþsf
setningum	nvfþ
einsog	c
bresku	lkfnvf
liðþjálfarnir	nkfng
á	aþ
stríðsárunum	nhfþg
.	.

löngu	lheþsf
seinna	aam
birtist	sfm3en
Jótland	nhen-s
með	aþ
brúnum	lkfþsf
og	c
grænum	lkfþsf
reitum	nkfþ
einsog	c
óreglulegt	lhensf
skákborð	nhen
.	.

tilsýndar	aa
virtist	sfm3eþ
hver	foken
þverþumlungur	nken
landsins	nheeg
vera	sng
þaulræktaður	sþgken
og	c
yfir	aþ
því	fpheþ
hvíldi	sfg3eþ
velsældarleg	lvensf
sveitakyrrð	nven
undir	aþ
skáhöllum	lkfþsf
geislum	nkfþ
hnígandi	lveeof
sólar	nvee
.	.

þegar	c
stigið	sþghen
var	sfg3eþ
útúr	aþ
vélinni	nveþg
á	aþ
Kastrupflugvelli	nkeþ-s
var	sfg3eþ
sem	c
öll	fohfn
skilningarvit	nhfn
skerptust	svm3fþ
.	.

í	aþ
loftinu	nheþg
lá	sfg3eþ
nýr	lkensf
og	c
ókennilegur	lkensf
ilmur	nken
sem	ct
hafði	sfg3eþ
örvandi	lhfoof
áhrif	nhfo
á	ao
þeffærin	nhfog
.	.

á	aþ
leiðinni	nveþg
inní	ao
miðborgina	nveog
sveipaðist	sfm3eþ
um	ao
hörundið	nheog
rafmagnað	lhensf
andrúmsloft	nhen
sem	ct
stafaði	sfg3eþ
frá	aþ
brúnum	lhfþsf
múrsteinshúsum	nhfþ
,	,
bílum	nkfþ
,	,
sporvögnum	nkfþ
,	,
tröllvöxnum	lkfþsf
dráttarklárum	nkfþ
með	ao
bjórvagna	nkfo
í	aþ
eftirdragi	nheþ
,	,
hjólreiðafólki	nheþ
,	,
fótgangendum	nkfþ
,	,
allskyns	lhfþof
sérkennilegum	lhfþsf
bjölluhljóðum	nhfþ
,	,
deplandi	lhfþof
umferðarljósum	nhfþ
sem	ct
ég	fp1en
hafði	sfg1eþ
hvergi	aa
séð	ssg
nema	c
í	aþ
bíó	nheþ
,	,
og	c
römmum	lkeþsf
dauni	nkeþ
sem	ct
var	sfg3eþ
samsettur	lkensf
úr	aþ
óþekktum	lkfþsf
frumpörtum	nkfþ
.	.

strax	aa
og	c
við	fp1fn
stigum	sfg1fþ
útúr	aþ
vagninum	nkeþg
fyrir	ao
framan	aa
aðalbrautarstöðina	nveog
magnaðist	sfm3eþ
borgarkliðurinn	nkeng
og	c
blandaðist	sfm3eþ
mildum	lkeþsf
ilmblæ	nkeþ
af	aþ
þyrnirunnum	nkfþ
og	c
angan	nveþ
af	aþ
gullregni	nheþ
og	c
sýringum	nvfþ
sem	ct
stóðu	sfg3fþ
í	aþ
sumarblóma	nkeþ
meðfram	aþ
gangstéttum	nvfþ
.	.

ég	fp1en
kom	sfg1eþ
farangrinum	nkeþg
í	ao
geymslu	nveo
í	aþ
aðalsal	nkeþ
stöðvarinnar	nveeg
þarsem	c
gat	sfg3eþ
að	cn
líta	sng
langa	lveosf
röð	nveo
af	aþ
skóbursturum	nkfþ
sem	ct
sátu	sfg3fþ
eða	c
krupu	sfg3fþ
við	ao
hirslur	nvfo
sínar	fevfo
,	,
buðu	sfg3fþ
fram	aa
þjónustuna	nveog
og	c
gljáfægðu	sfg3fþ
skó	nkfo
viðskiptavina	nkfe
af	aþ
mikilli	lveþsf
atorku	nveþ
með	aþ
margvíslegum	lkfþsf
burstum	nkfþ
og	c
klútum	nkfþ
.	.

ég	fp1en
lét	sfg1eþ
verða	sng
mitt	feheo
fyrsta	lheove
verk	nheo
að	cn
fá	sng
skóna	nkfog
mína	fekfo
burstaða	sþgkfo
.	.

síðan	aa
hélt	sfg1eþ
ég	fp1en
útí	ao
ysinn	nkeog
á	aþ
Ráðhústorgi	nheþ-s
og	c
varð	sfg3eþ
óðara	aam
starsýnt	lhensf
á	ao
skjannahvíta	lkfosf
pylsuvagna	nkfo
sem	ct
settu	sfg3fþ
sérstæðan	lkeosf
svip	nkeo
á	ao
umhverfið	nheog
.	.

allt	fohen
umhverfis	ao
torgið	nheog
þræddu	sfg3fþ
sporvagnar	nkfn
flókið	lheosf
net	nheo
brautarteina	nkfe
með	aþ
rykkjum	nkfþ
og	c
skrykkjum	nkfþ
ásamt	aþ
skerandi	lhfþof
ískrum	nhfþ
á	aþ
bugðum	nvfþ
.	.

miðasalarnir	nkfng
voru	sfg3fþ
stöðugt	aa
með	ao
aðra	foveo
höndina	nveog
á	aþ
lofti	nheþ
til	ae
að	cn
gefa	sng
vagnstjórum	nkfþ
merki	nheo
um	ao
að	cn
stansa	sng
eða	c
renna	sng
af	aþ
stað	nkeþ
:	:
handarhreyfingunni	nveþg
fylgdi	sfg3eþ
hvellur	lkensf
bjölluhljómur	nken
sem	ct
kallaðist	sfm3eþ
á	aa
við	ao
ískrið	nheog
í	aþ
teinunum	nkfþg
.	.

allt	fohen
sem	ct
fyrir	ao
augu	nhfo
bar	sfg3eþ
var	sfg3eþ
ferskt	lhensf
og	c
stórfenglegt	lhensf
og	c
einkennilega	aa
taugaæsandi	lhenof
:	:
ljósastrimillinn	nkeng
á	aþ
húsi	nheþ
Politiken	nxee-s
með	aþ
fréttum	nvfþ
og	c
auglýsingum	nvfþ
,	,
himingnæfur	lkensf
turn	nken
ráðhússins	nheeg
með	aþ
klukkunni	nveþg
hljómfögru	lveþvf
og	c
voldug	lhfnsf
forhliðin	nhfng
með	aþ
máðri	lveþsf
styttu	nveþ
heilags	lkeesf
Absaloms	nkee-s
yfir	aþ
anddyrinu	nheþg
,	,
fjallháar	lvfnsf
húsaraðir	nvfn
allt	fohen
umhverfis	ao
torgið	nheog
sem	ct
rofnar	sþgvfn
voru	sfg3fþ
af	aþ
þröngum	lhfþsf
gljúfrum	nhfþ
gatna	nvfe
,	,
að	aþ
ógleymdri	lveþsf
lúðurþeytarasúlunni	nveþg
,	,
styttunni	nveþg
af	aþ
H.	nkeþ-s
C.	nkeþ-s
Andersen	nkeþ-s
undir	aþ
þungum	lvfþsf
laufkrónum	nvfþ
og	c
höggmyndinni	nveþg
af	aþ
lémagna	lkeþof
hermanni	nkeþ
úr	aþ
þýsk-danska	lheþvf
stríðinu	nheþg
við	ao
götusporð	nkeo
gullna	lheevf
ljónsins	nheeg
.	.

samt	aa
var	sfg3eþ
það	fphen
mannmergðin	nveng
á	aþ
torginu	nheþg
og	c
aðliggjandi	lvfþof
götum	nvfþ
sem	ct
vakti	sfg3eþ
mesta	lveose
forvitni	nveo
og	c
taugatitring	nkeo
.	.

hvert	fohen
einasta	lhenvf
andlit	nhen
sem	ct
fyrir	ao
augu	nhfo
bar	sfg3eþ
var	sfg3eþ
nýtt	lhensf
og	c
framandi	lhenof
,	,
bjó	sfg3eþ
yfir	aþ
leyndardómum	nkfþ
sem	ct
ég	fp1en
brann	sfg1eþ
í	aþ
skinninu	nheþg
að	cn
fá	sng
pata	nkeo
af	aþ
.	.

í	aþ
Reykjavík	nveþ-s
kannaðist	sfm1eþ
ég	fp1en
við	ao
nálega	aa
hvern	fokeo
vegfaranda	nkeo
sem	ct
kominn	sþgken
var	sfg3eþ
yfir	ao
tvítugt	lheosf
,	,
en	c
hér	aa
var	sfg3eþ
því	fpheþ
þveröfugt	aa
farið	sþghen
.	.

að	cn
virða	sng
fyrir	aþ
sér	fpkeþ
öll	fohfo
þessi	fahfo
ókunnu	lhfovf
andlit	nhfo
í	aþ
þúsundum	nhfþ
síbreytilegra	lhfesf
tilbrigða	nhfe
var	sfg3eþ
áþekkast	lhense
því	fpheþ
að	cn
anda	sng
að	aþ
sér	fpkeþ
ilmi	nkeþ
tælandi	lkfeof
rétta	nkfe
og	c
fá	sng
aldrei	aa
að	cn
smakka	sng
á	aþ
neinum	fokeþ
þeirra	fpkfe
.	.

hvaða	fsheo
hlutskipti	nheo
áttu	sfg3fþ
þessar	favfn
manneskjur	nvfn
hver	foven
fyrir	ao
sig	fpveo
?	?

við	ao
hvernig	lvfoof
aðstæður	nvfo
bjuggu	sfg3fþ
þær	fpvfn
heima	aa
hjá	aþ
sér	fpvfþ
?	?

hvaða	fskfo
vini	nkfo
áttu	sfg3fþ
þær	fpvfn
?	?

hvernig	aa
vörðu	sfg3fþ
þær	fpvfn
deginum	nkeþg
og	c
kvöldinu	nheþg
?	?

hvað	fshen
bjátaði	sfg3eþ
á	aa
hjá	aþ
þeim	fpvfþ
og	c
hvað	fshen
gladdi	sfg3eþ
þær	fpvfo
?	?

afhverju	aa
voru	sfg3fþ
allir	fokfn
þessir	fakfn
heillandi	lkfnof
leyndardómar	nkfn
sem	c
lokuð	lvensf
bók	nven
?	?

fjölbreytni	nven
mannlífsins	nheeg
var	sfg3eþ
næstum	aa
yfirþyrmandi	lvenof
í	aþ
iðandi	lkeþof
grúa	nkeþ
götulífsins	nheeg
.	.

stórborgin	nveng
var	sfg3eþ
völundarhús	nhen
sem	ct
mér	fp1eþ
yrði	svg3eþ
ekki	aa
auðið	lhensf
að	cn
kanna	sng
.	.

mér	fp1eþ
hafði	sfg3eþ
verið	ssg
tryggt	sþghen
athvarf	nhen
hjá	aþ
ungum	lhfþsf
dönskum	lhfþsf
hjónum	nhfþ
í	aþ
Nörrebrogade	nxeþ-s
.	.

þar	aa
hitti	sfg1eþ
ég	fp1en
fyrir	aa
nafna	nkeo
minn	fekeo
,	,
guðfræðing	nkeo
að	aa
heiman	aa
sem	ct
kominn	sþgken
var	sfg3eþ
til	ae
Danmerkur	nvee-s
í	aþ
sömu	fbvfþ
erindagerðum	nvfþ
og	c
ég	fp1en
.	.

ekki	aa
er	sfg3en
það	fphen
nú	aa
til	ae
að	cn
bæta	sng
fyrir	aþ
honum	fpkeþ
enda	c
fékk	sfg3eþ
hann	fpken
að	cn
heyra	sng
það	fpheo
óþvegið	lheosf
þegar	c
þær	fpvfn
þrifu	sfg3fþ
niður	aa
ljósið	nheog
sem	ct
hann	fpken
hafði	sfg3eþ
fest	ssg
með	aþ
einhverju	foheþ
patenti	nheþ
á	ao
innrammaða	lveosf
ljósmynd	nveo
sem	ct
flaug	sfg3eþ
niður	aa
af	aþ
veggnum	nkeþg
og	c
mélaðist	sfm3eþ
á	aþ
gólfinu	nheþg
svo	aa
aumingja	nkee
konunum	nvfþg
dauðbrá	sfg3eþ
.	.

þær	fpvfn
hurfu	sfg3fþ
á	ao
braut	nveo
með	aþ
jesúsum	nhfþ
og	c
krossmörkum	nhfþ
en	c
eftir	aa
var	sfg3eþ
drengurinn	nkeng
sem	ct
skar	sfg3eþ
sig	fpkeo
á	aþ
fingri	nkeþ
við	ao
að	cn
reyna	sng
að	cn
tína	sng
upp	aa
brotin	nhfog
við	ao
birtu	nveo
frá	aþ
logandi	lveþof
eldspýtu	nveþ
.	.

hann	fpken
var	sfg3eþ
með	ao
tárin	nhfog
í	aþ
augunum	nhfþg
og	c
gott	lhensf
ef	c
þessar	favfn
tröllauknu	lvfnvf
axlir	nvfn
bifuðust	sfm3fþ
ekki	aa
af	aþ
kjökri	nheþ
.	.

að	cn
hugsa	sng
sér	fpkeþ
!	!

tvítugur	lkensf
maðurinn	nkeng
volandi	slg
yfir	aþ
gamalli	lveþsf
mynd	nveþ
af	aþ
sjálfum	fbkeþ
sér	fpkeþ
í	aþ
fótboltabúningi	nkeþ
...	...

stundum	aa
vakna	sfg1en
ég	fp1en
...	...
nei	au
,	,
stundum	aa
opnast	sfm3fn
augun	nhfng
um	ao
nótt	nveo
,	,
augnlokin	nhfng
lyftast	sfm3fn
einsog	c
þau	fphfn
séu	svg3fn
dregin	sþghfn
upp	aa
,	,
og	c
föl	lvensf
birta	nven
streymir	sfg3en
inn	aa
í	ao
svefninn	nkeog
eða	c
drauminn	nkeog
,	,
hönd	nven
mín	feven
á	aþ
koddanum	nkeþg
kviknar	sfg3en
einsog	c
af	aþ
öðru	foheþ
lífi	nheþ
,	,
þrútnar	sfg3en
fyrst	aae
og	c
blároðnar	sfg3en
,	,
hörundið	nheng
springur	sfg3en
og	c
litverpist	sfm3en
og	c
svo	aa
er	sfg3en
einsog	c
það	fphen
morkni	svg3en
og	c
þorni	svg3en
,	,
flettist	svm3en
,	,
skreppi	svg3en
saman	aa
;	;
og	c
hvít	lhfnsf
beinin	nhfng
taka	sfg3fn
að	cn
gægjast	snm
út	aa
og	c
þá	aa
skil	sfg1en
ég	fp1en
hvað	fshen
er	sfg3en
að	cn
gerast	snm
og	c
reyni	sfg1en
að	cn
æpa	sng
en	c
þá	aa
er	sfg3en
tungan	nveng
stirðnuð	lvensf
og	c
ég	fp1en
finn	sfg1en
helkuldann	nkeog
í	aþ
höfuðbeinunum	nhfþg
og	c
eilíft	lheosf
kalt	lheosf
myrkrið	nheog
tyggja	sng
mig	fp1eo
í	ao
moldina	nveog
...	...
og	c
þótt	c
ég	fp1en
vakni	svg1en
er	sfg3en
það	fphen
aldrei	aa
nema	c
til	ae
hálfs	lheesf
uppúr	aþ
þessum	fakeþ
...	...

mamma	nven
grét	sfg3eþ
.	.

börnin	nhfng
vöknuðu	sfg3fþ
stundum	aa
um	ao
hánótt	nveo
og	c
lágu	sfg3fþ
stóreyg	lhfnsf
og	c
undrandi	lhfnof
tímunum	nkfþg
saman	aa
í	aþ
myrkrinu	nheþg
án	ae
þess	fphee
að	cn
láta	sng
á	aþ
sér	fphfþ
kræla	sng
.	.

snöktið	nheng
,	,
kjökrið	nheng
þessa	faveo
viku	nveo
sem	ct
leið	sfg3eþ
áður	aa
en	c
Grettir	nken-s
og	c
Dollí	nven-s
giftu	sfg3fþ
sig	fphfo
;	;
enginn	foken
vissi	sfg3eþ
hvort	c
það	fphen
var	sfg3eþ
af	aþ
sorg	nveþ
eða	c
hamingju	nveþ
sem	ct
hún	fpven
grét	sfg3eþ
,	,
eftir	ao
þessi	fahfo
ellefu	tfhfo
heitbundnu	lhfovf
ár	nhfo
í	aþ
gamla	lheþvf
húsinu	nheþg
.	.

kannski	aa
minntist	sfm3eþ
hún	fpven
hátíðleikans	nkeeg
og	c
glæsimennskunnar	nveeg
sem	ct
einkenndu	sfg3fþ
daginn	nkeog
sem	ct
Gógó	nven-s
mamma	nven
hennar	fpvee
giftist	sfm3en
sjálfum	fbkeþ
Charlie	nkeþ-s
Brown	nkeþ-s
frá	aþ
Kansas	nxeþ-s
USA	nxeþ-s
(	(
daginn	nkeog
sem	ct
fyrir	aþ
fjölskyldunni	nveþg
var	sfg3eþ
einsog	c
jólanóttin	nveng
fyrsta	lvenve
í	aþ
hugum	nkfþ
hins	ghee
kristna	lheevf
mannkyns	nhee
;	;
þá	aa
kviknuðu	sfg3fþ
vonir	nvfn
um	ao
eilíft	lheosf
gott	lheosf
líf	nheo
,	,
þá	aa
fór	sfg3eþ
birtan	nveng
að	cn
streyma	sng
inn	aa
í	ao
tilveruna	nveog
,	,
þá	aa
hætti	sfg3eþ
fjölskyldan	nveng
að	cn
lifa	sng
lífinu	nheþg
einsog	c
svartálfarnir	nkfng
í	aþ
ævintýrunum	nhfþg
og	c
innst	aae
í	aþ
hugskoti	nheþ
allra	fokfe
sem	ct
mundu	sfg3fþ
þennan	fakeo
dag	nkeo
var	sfg3eþ
skær	lvensf
stjarna	nven
á	aþ
himni	nkeþ
,	,
englasöngur	nken
í	aþ
fjarska	nkeþ
og	c
nokkrir	fokfn
ráðvilltir	lkfnsf
vitringar	nkfn
á	aþ
stjái	nheþ
útvið	ao
Aðalgötuna	nveogs
þarsem	c
nú	aa
er	sfg3en
strætóstopp	nhen
)	)
,	,
kannski	aa
hefur	sfg3en
Dollí	nven-s
verið	ssg
að	cn
rifja	sng
upp	aa
svarta	lkeovf
Lincoln	nkeo-s
forsetabílinn	nkeog
hans	fpkee
Charlies	nkee-s
og	c
bera	sng
hann	fpkeo
saman	aa
við	ao
bílinn	nkeog
hans	fpkee
Grettis	nkee-s
sem	ct
var	sfg3eþ
þrátt	aa
fyrir	ao
stærðina	nveog
þó	aa
aldrei	aa
nema	c
gamall	lkensf
líkbíll	nken
með	aþ
fastboltuðum	lhfþsf
moskóvítssætum	nhfþ
í	aþ
kisturýminu	nheþg
og	c
þar	aa
að	aa
auki	aa
orðinn	sþgken
svo	aa
hrjáður	lkensf
og	c
af	aþ
sér	fpkeþ
genginn	lkensf
að	c
hann	fpken
var	sfg3eþ
einsog	c
uppvakningur	nken
úr	aþ
kirkjugarði	nkeþ
,	,
einsog	c
Frankensteinófreskjan	nvengs
með	ao
alla	fokfo
saumana	nkfog
í	aþ
andlitinu	nheþg
;	;
kannski	aa
minntist	sfm3eþ
Dollí	nven-s
glæsilegu	lkfevf
vinanna	nkfeg
hans	fpkee
Charlies	nkee-s
sem	ct
komu	sfg3fþ
með	aþ
honum	fpkeþ
í	ao
brúðkaupsveisluna	nveog
og	c
hefur	sfg3en
þá	aa
hlegið	ssg
gegnum	ao
tárin	nhfog
þegar	c
hún	fpven
bar	sfg3eþ
þá	fpkfo
saman	aa
við	ao
einu	lkfovf
vini	nkfo
Grettis	nkee-s
,	,
sem	ct
voru	sfg3fþ
2--3	ta
fornfálegir	lkfnsf
frændur	nkfn
hans	fpkee
að	aa
austan	aa
,	,
tannlausir	lkfnsf
rangeygðir	lkfnsf
ómálga	lkfnof
og	c
tóku	sfg3fþ
í	ao
nefið	nheog
og	c
vörina	nveog
og	c
eyrun	nhfog
...	...

eða	c
kannski	aa
hefur	sfg3en
Dollí	nven-s
verið	ssg
að	cn
