önnur	foven
nærbuxur	nvfo
á	ao
hann	fpkeo
og	c
beið	sfg3eþ
í	aþ
ofvæni	nheþ
eftir	aþ
að	c
líflegi	lkenvf
liturinn	nkeng
hefði	svg3eþ
lífgandi	lhfoof
áhrif	nhfo
á	ao
hann	fpkeo
.	.

en	c
froskmaðurinn	nkeng
lifnaði	sfg3eþ
ekkert	fohen
við	ao
litadýrðina	nveog
.	.

konan	nveng
skildi	sfg3eþ
ekkert	foheo
í	aþ
hvað	fshen
veturinn	nkeng
ætlaði	sfg3eþ
að	cn
leggjast	snm
þungt	aa
á	ao
hann	fpkeo
.	.

hún	fpven
lét	sfg3eþ
hann	fpkeo
taka	sng
inn	aa
lýsi	nheo
og	c
sagði	sfg3eþ
:	:

bara	aa
að	c
ég	fp1en
gæti	svg1eþ
keypt	ssg
á	ao
þig	fp2eo
rósóttan	lkeosf
froskmannabúning	nkeo
.	.

til	ae
hvers	fshee
?	?
spurði	sfg3eþ
hann	fpken
.	.

í	aþ
stíl	nkeþ
við	ao
nærbuxurnar	nvfog
,	,
svaraði	sfg3eþ
hún	fpven
.	.

froskmaðurinn	nkeng
leit	sfg3eþ
á	ao
hana	fpveo
særðum	lhfþsf
augum	nhfþ
meðan	c
hún	fpven
laut	sfg3eþ
að	aþ
honum	fpkeþ
og	c
bætti	sfg3eþ
við	aa
glottandi	lvenof
:	:

kannski	aa
hafmeyjunum	nvfþg
takist	svm3en
að	cn
hefja	sng
þig	fp2eo
upp	aa
úr	aþ
deyfðinni	nveþg
þótt	c
mér	fp1eþ
takist	svm3en
það	fphen
ekki	aa
.	.

hafið	nheng
var	sfg3eþ
hvorki	c
sægrænt	lhensf
né	c
dimmblátt	lhensf
heldur	c
svo	aa
svart	lhensf
að	c
lýsa	sng
varð	sfg3eþ
froskmanninum	nkeþg
með	aþ
sterkum	lkfþsf
ljóskösturum	nkfþ
við	ao
að	cn
skera	sng
netin	nhfog
úr	aþ
skrúfunni	nveþg
.	.

Háfurinn	nkengs
gk	x
11	ta
hafði	sfg3eþ
fengið	ssg
í	ao
hana	fpveo
meðan	c
verið	sþghen
var	sfg3eþ
að	cn
draga	sng
.	.

skipstjóranum	nkeþg
var	sfg3eþ
ráðgáta	nven
hvernig	aa
það	fphen
hefði	svg3eþ
getað	ssg
gerst	ssm
í	aþ
lygnum	lkeþsf
sjó	nkeþ
,	,
en	c
hann	fpken
varð	sfg3eþ
að	cn
láta	sng
draga	sng
sig	fpkeo
í	ao
land	nheo
.	.

fréttin	nveng
þótti	sfg3eþ
svo	aa
furðuleg	lvensf
að	c
hún	fpven
barst	sfm3eþ
sem	c
eldur	nken
um	ao
bátaradíóin	nhfog
og	c
í	ao
land	nheo
.	.

á	aþ
bryggjunni	nveþg
stóð	sfg3eþ
margt	lhensf
fólk	nhen
og	c
starði	sfg3eþ
.	.

ýmsir	fokfn
vökkuðu	sfg3fþ
þar	aa
fram	aa
í	ao
myrkur	nheo
og	c
höfðu	sfg3fþ
það	fpheo
óljóst	aa
á	aþ
tilfinningunni	nveþg
að	c
undur	nhen
hlyti	svg3eþ
að	cn
stíga	sng
upp	aa
úr	aþ
sjónum	nkeþg
.	.

skipið	nheng
lá	sfg3eþ
við	ao
bryggju	nveo
,	,
ísað	lhensf
að	aa
ofan	aa
,	,
sjórinn	nkeng
var	sfg3eþ
kaldur	lkensf
,	,
loftið	nheng
nístandi	lhenof
og	c
froskmaðurinn	nkeng
skar	sfg3eþ
í	aþ
ákafa	nkeþ
,	,
líkt	aa
og	c
hann	fpken
skæri	svg3eþ
sér	fpkeþ
til	ae
hita	nkee
.	.

stöku	lhfþof
sinnum	nhfþ
brá	sfg3eþ
hann	fpken
sér	fpkeþ
upp	aa
á	ao
yfirborðið	nheog
og	c
ljósin	nhfng
skinu	sfg3fþ
í	ao
andlit	nheo
honum	fpkeþ
og	c
það	fphen
gljáði	sfg3eþ
á	ao
svartan	lkeosf
búkinn	nkeog
.	.

þetta	fahen
var	sfg3eþ
þögull	lkensf
maður	nken
.	.

um	ao
stund	nveo
maraði	sfg3eþ
hann	fpken
í	aþ
hálfu	lheþsf
kafi	nheþ
,	,
liðkaði	sfg3eþ
sig	fpkeo
og	c
sá	sfg3eþ
þrútin	lhfosf
andlit	nhfo
þeirra	fakfe
sem	ct
beindu	sfg3fþ
ljósunum	nhfþg
að	aþ
dimmum	lkeþsf
sjónum	nkeþg
.	.

stundum	aa
gengu	sfg3fþ
þeir	fpkfn
fyrir	ao
geislann	nkeog
og	c
virtust	sfm3fþ
leysast	snm
upp	aa
.	.

froskmaðurinn	nkeng
stakk	sfg3eþ
hnífnum	nkeþg
í	ao
munninn	nkeog
,	,
hnipraði	sfg3eþ
sig	fpkeo
til	ae
að	cn
ná	sng
spyrnu	nveþ
og	c
hvarf	sfg3eþ
í	ao
glampandi	lheoof
hafið	nheog
líkur	lkensf
svörtu	lheþsf
sæskrímsli	nheþ
.	.

hann	fpken
fór	sfg3eþ
aftur	aa
að	cn
hamast	snm
við	ao
að	cn
skera	sng
.	.

netin	nhfng
höfðu	sfg3fþ
þvælst	ssm
óvenjuþrælslega	aa
í	ao
skrúfuna	nveog
en	c
froskmaðurinn	nkeng
var	sfg3eþ
þaulvanur	lkensf
,	,
hörkuduglegur	lkensf
til	ae
vinnu	nvee
og	c
þumbaralegur	lkensf
.	.

hann	fpken
fann	sfg3eþ
að	c
þessir	fakfn
eðlisþættir	nkfn
hans	fpkee
unnu	sfg3fþ
saman	aa
í	aþ
sjónum	nkeþg
og	c
innan	ae
skamms	lheesf
var	sfg3eþ
skrúfan	nveng
orðin	sþgven
hrein	lvensf
.	.

í	ao
lokin	nhfog
klappaði	sfg3eþ
hann	fpken
henni	fpveþ
vinalega	aa
og	c
hló	sfg3eþ
með	aþ
sjálfum	fbkeþ
sér	fpkeþ
.	.

að	cn
hreinsa	sng
hefur	sfg3en
þann	fakeo
góða	lkeovf
kost	nkeo
að	c
árangur	nken
sést	sfm3en
strax	aa
að	aþ
starfi	nheþ
loknu	lheþsf
.	.

annars	aa
er	sfg3en
árangur	nken
sjaldgæfur	lkensf
.	.

flest	lhfnse
störf	nhfn
leiða	sfg3fn
ekki	aa
til	ae
neins	fokee
beins	lkeesf
árangurs	nkee
:	:
unnin	lhfnsf
eru	sfg3fn
þau	fphfn
sem	c
óunnin	lhfnsf
í	aþ
augum	nhfþ
flestra	lkfese
.	.

hrein	lvensf
og	c
nakin	lvensf
skrúfan	nveng
vakti	sfg3eþ
fögnuð	nkeo
í	aþ
brjósti	nheþ
froskmannsins	nkeeg
.	.

óvænt	lvensf
löngun	nven
greip	sfg3eþ
hann	fpkeo
til	ae
að	cn
synda	sng
í	aþ
fagnaðaræði	nheþ
frá	aþ
skipinu	nheþg
út	aa
fyrir	ao
hvítu	lveovf
móðuna	nveog
frá	aþ
ljóskösturunum	nkfþg
.	.

léttúð	nven
við	ao
vinnu	nveo
en	c
einkum	aa
á	aþ
sundi	nheþ
var	sfg3eþ
fjarlæg	lvensf
honum	fpkeþ
og	c
það	fphen
lá	sfg3eþ
nærri	aa
að	c
hann	fpken
hváði	svg3eþ
í	aþ
huganum	nkeþg
yfir	aþ
löngun	nveþ
sinni	feveþ
.	.

en	c
fyrr	aam
en	c
hann	fpken
vissi	sfg3eþ
fór	sfg3eþ
hann	fpken
að	cn
sprella	sng
með	aþ
fótunum	nkfþg
.	.

froskmaðurinn	nkeng
talaði	sfg3eþ
gjarnan	aa
við	ao
sjálfan	fbkeo
sig	fpkeo
á	aþ
sundi	nheþ
.	.

því	fpheþ
það	fpheo
gera	sfg3fn
froskmenn	nkfn
,	,
og	c
nú	aa
ávítaði	sfg3eþ
hann	fpken
sig	fpkeo
:	:

«	«
þú	fp2en
ert	sfg2en
ekki	aa
í	aþ
neinni	foveþ
morgunleikfimi	nveþ
.	.
»	»

samt	aa
synti	sfg3eþ
hann	fpken
líkt	aa
og	c
við	ao
píanógutl	nheo
í	aþ
höfðinu	nheþg
að	aþ
mörkum	nhfþ
bjarmans	nkeeg
þar	aa
sem	c
helsvart	lhensf
hafið	nheng
tók	sfg3eþ
við	aa
.	.

mér	fp1eþ
virtust	sfm3fþ
allir	fokfn
vegir	nkfn
vera	sng
færir	lkfnsf
,	,
en	c
framtíðin	nveng
var	sfg3eþ
óráðin	lvensf
afþví	aa
ég	fp1en
vissi	sfg1eþ
ekki	aa
gerla	aa
hvað	fsheo
gera	sng
skyldi	svg3eþ
við	ao
nýfengið	lheosf
frelsi	nheo
.	.

einsog	c
fugl	nken
sem	ct
losnar	sfg3en
úr	aþ
búri	nheþ
eftir	ao
langa	lveosf
innilokun	nveo
og	c
flýgur	sfg3en
útí	ao
heiminn	nkeog
til	ae
að	cn
átta	sng
sig	fpkeo
á	aþ
árstíð	nveþ
og	c
kennileitum	nhfþ
,	,
þannig	aa
var	sfg1eþ
ég	fp1en
nú	aa
reiðubúinn	lkensf
að	cn
reyna	sng
flughæfnina	nveog
og	c
kanna	sng
möguleikana	nkfog
,	,
sem	ct
við	ao
nánari	lveovm
skoðun	nveo
reyndust	sfm3fþ
ekki	aa
vera	sng
eins	aa
fjölbreytilegir	lkfnsf
og	c
ég	fp1en
hafði	sfg1eþ
í	aþ
bjartsýnum	lkeþsf
barnaskap	nkeþ
talið	ssg
mér	fp1eþ
trú	nveo
um	ao
.	.

ég	fp1en
var	sfg1eþ
með	aþ
öllu	foheþ
félaus	lkensf
,	,
sem	ct
óneitanlega	aa
setti	sfg3eþ
hverskyns	lhfþof
framtíðaráformum	nhfþ
óþægilegar	lvfosf
skorður	nvfo
og	c
útilokaði	sfg3eþ
meðal	ae
annars	fohee
hugsanlegt	lheosf
nám	nheo
erlendis	aa
.	.

guðfræðin	nveng
virtist	sfm3eþ
eftir	aa
sem	c
áður	aa
ætla	sng
að	cn
reynast	snm
þrautalendingin	nveng
.	.

vonlausar	lvfnsf
horfur	nvfn
á	aþ
námi	nheþ
erlendis	aa
urðu	sfg3fþ
fremur	aam
til	ae
að	cn
örva	sng
en	c
slæva	sng
löngunina	nveog
til	ae
að	cn
komast	snm
útyfir	ao
pollinn	nkeog
og	c
kynnast	snm
umheiminum	nkeþg
,	,
þó	aa
í	aþ
litlu	lheþsf
væri	svg3eþ
.	.

tækifærið	nheng
kom	sfg3eþ
óvænt	aa
uppí	ao
hendurnar	nvfog
þegar	c
auglýst	sþghen
var	sfg3eþ
norrænt	lhensf
kristilegt	lhensf
stúdentamót	nhen
í	aþ
Danmörku	nveþ-s
og	c
átti	sfg3eþ
að	cn
hefjast	snm
viku	nveþ
eftir	ao
Jónsmessu	nveo-s
.	.

Þórður	nken-s
Yngvi	nken-s
hafði	sfg3eþ
um	ao
nokkurt	foheo
skeið	nheo
verið	ssg
að	cn
velta	sng
fyrir	aþ
sér	fpkeþ
Danmerkurferð	nveþ-s
og	c
þótti	sfg3eþ
bera	sng
vel	aa
í	ao
veiði	nveo
þegar	c
stúdentamótið	nheng
var	sfg3eþ
auglýst	sþghen
.	.

þarmeð	aa
gæti	svg3eþ
hann	fpken
í	aa
senn	aa
sinnt	ssg
brýnum	lhfþsf
einkaerindum	nhfþ
og	c
verið	ssg
mér	fp1eþ
og	c
nokkrum	fokfþ
öðrum	fokfþ
til	ae
samlætis	nhee
á	aþ
mótinu	nheþg
.	.

einkaerindin	nhfng
sem	ct
Þórður	nken-s
Yngvi	nken-s
hugðist	sfm3eþ
reka	sng
voru	sfg3fþ
tengd	sþghfn
gamalli	lveþsf
vinkonu	nveþ
,	,
sem	ct
hann	fpken
hafði	sfg3eþ
bundist	ssm
ástböndum	nhfþ
fjórum	tfhfþ
árum	nhfþ
fyrr	aam
og	c
saknað	ssg
æ	aa
síðan	aa
.	.

var	sfg3eþ
sú	faven
saga	nven
mér	fp1eþ
hugarhaldin	lvensf
sökum	ae
þess	fphee
hve	aa
dularfull	lvensf
hún	fpven
var	sfg3eþ
og	c
í	aþ
flestum	lvfþse
greinum	nvfþ
torskilin	lvensf
.	.

hann	fpken
hafði	sfg3eþ
kynnst	ssm
Kirsten	nveþ-s
í	aþ
stríðinu	nheþg
,	,
rúmu	lheþsf
ári	nheþ
áðuren	c
hann	fpken
hélt	sfg3eþ
heimleiðis	aa
,	,
og	c
þau	fphfn
fellt	ssg
hugi	nkfo
saman	aa
.	.

Kirsten	nven-s
var	sfg3eþ
hjúkrunarkona	nven
og	c
innilega	aa
trúuð	lvensf
,	,
en	c
hafði	sfg3eþ
ekki	aa
fundið	ssg
anda	nkeþ
sínum	fekeþ
frið	nkeo
eða	c
fullnægju	nveo
í	aþ
lúthersku	lveþvf
þjóðkirkjunni	nveþg
og	c
var	sfg3eþ
í	ao
þann	fakeo
veginn	nkeog
að	cn
snúast	snm
til	ae
rómversks	lkeesf
siðar	nkee
.	.

var	sfg3eþ
hún	fpven
í	aþ
læri	nheþ
hjá	aþ
kaþólskum	lkeþsf
presti	nkeþ
í	ao
það	fpheo
mund	nheo
sem	ct
þau	fphfn
Þórður	nken-s
Yngvi	nken-s
kynntust	sfm3fþ
og	c
gekk	sfg3eþ
brátt	aa
formlega	aa
í	ao
söfnuðinn	nkeog
,	,
hvernig	aa
sem	c
ástvinur	nken
hennar	fpvee
reyndi	sfg3eþ
að	cn
telja	sng
henni	fpveþ
hughvarf	nheo
.	.

af	aþ
lýsingum	nvfþ
vinar	nkee
míns	fekee
að	cn
dæma	sng
var	sfg3eþ
hún	fpven
ákaflega	aa
einbeitt	lvensf
stúlka	nven
og	c
staðföst	lvensf
í	aþ
sínum	fekeþ
ásetningi	nkeþ
,	,
en	c
átti	sfg3eþ
samt	aa
í	aþ
áralöngu	lheþsf
sálarstríði	nheþ
og	c
grufli	nheþ
útí	ao
eigið	lheosf
hjálpræði	nheo
.	.

ást	nven
þeirra	fphfe
Þórðar	nkee-s
Yngva	nkee-s
dofnaði	sfg3eþ
ekki	aa
þó	aa
Kirsten	nven-s
skipti	svg3eþ
um	ao
kirkjudeild	nveo
,	,
öðru	foheþ
nær	aþm
.	.

en	c
þá	aa
komu	sfg3fþ
upp	aa
vandamál	nhfn
sem	ct
reyndust	sfm3fþ
nálega	aa
óleysanleg	lhfnsf
.	.

skriftafaðir	nken
og	c
leiðbeinandi	nken
stúlkunnar	nveeg
lagðist	sfm3eþ
ekki	aa
beinlínis	aa
gegn	aþ
ráðahag	nkeþ
elskendanna	nkfeg
,	,
þó	aa
hann	fpken
væri	svg3eþ
honum	fpkeþ
óljúfur	lkensf
,	,
en	c
stóð	sfg3eþ
á	aþ
því	fpheþ
fastar	aam
en	c
fótunum	nkfþg
að	c
börn	nhfn
þeirra	fphfe
yrðu	svg3fþ
alin	sþghfn
upp	aa
í	aþ
rómverskum	lkeþsf
sið	nkeþ
,	,
ef	c
úr	aþ
hjónabandi	nheþ
yrði	svg3eþ
.	.

þetta	fahen
var	sfg3eþ
sá	faken
stóri	lkenvf
biti	nken
sem	ct
Þórður	nken-s
Yngvi	nken-s
fékk	sfg3eþ
með	aþ
engu	foheþ
móti	nheþ
kyngt	ssg
,	,
með	aþ
þeim	favfþ
afleiðingum	nvfþ
að	c
hann	fpken
hélt	sfg3eþ
heim	aa
til	ae
Íslands	nhee-s
í	ao
stríðslok	nhfo
án	ae
elskunnar	nveeg
sinnar	fevee
og	c
harmaði	sfg3eþ
hana	fpveo
alla	foveo
stund	nveo
síðan	aa
.	.

nú	aa
var	sfg3eþ
það	fphen
fyrirætlun	nven
hans	fpkee
að	cn
hitta	sng
hana	fpveo
aftur	aa
að	aþ
máli	nheþ
og	c
ganga	sng
úr	aþ
skugga	nkeþ
um	ao
,	,
hvort	c
hún	fpven
sæti	svg3eþ
enn	aa
við	ao
sinn	fekeo
keip	nkeo
eftir	ao
þriggja	tfhfe
ára	nhfe
sáran	lkeosf
aðskilnað	nkeo
.	.

að	aþ
vísu	lheþsf
höfðu	sfg3fþ
þau	fphfn
skrifast	ssm
á	aa
og	c
hún	fpven
hvergi	aa
látið	ssg
bilbug	nkeo
á	aþ
sér	fpveþ
finna	sng
í	aþ
trúarefnum	nhfþ
,	,
en	c
Þórður	nken-s
Yngvi	nken-s
gerði	sfg3eþ
sér	fpkeþ
veika	lveosf
von	nveo
um	ao
að	cn
fá	sng
hana	fpveo
aftur	aa
á	ao
sitt	feheo
band	nheo
þegar	c
þau	fphfn
stæðu	svg3fþ
augliti	nheþ
til	ae
auglitis	nhee
.	.

ég	fp1en
átti	sfg1eþ
sannast	lhense
sagna	nvfe
erfitt	lheosf
með	ao
að	cn
átta	sng
mig	fp1eo
á	aþ
stífni	nveþ
vinar	nkee
míns	fekee
í	aþ
þessu	faheþ
viðkvæma	lheþvf
og	c
afdrifaríka	lheþvf
máli	nheþ
,	,
en	c
hann	fpken
kvað	sfg3eþ
mig	fp1eo
hvorki	c
þekkja	sng
einstrengingsleg	lhfosf
og	c
ómannúðleg	lhfosf
viðhorf	nhfo
kaþólskra	lkfesf
né	c
heldur	c
gera	sng
mér	fp1eþ
ljósa	lveosf
grein	nveo
fyrir	aþ
hvað	fshen
í	aþ
því	fpheþ
fælist	svm3eþ
að	cn
ala	sng
upp	aa
afkvæmi	nhfo
sín	fehfo
í	aþ
öðrum	fokeþ
sið	nkeþ
.	.

nema	c
blikkljós	nhfn
,	,
rauð	lhfnsf
blikkljós	nhfn
sem	ct
banda	sfg3fn
sér	fphfþ
leið	nveo
út	aa
í	ao
sortann	nkeog
.	.

þarna	aa
móar	sfg3en
í	ao
Hlynsbragga	nkeo-s
gegnum	ao
tryllt	lheosf
flug	nheo
snjókornanna	nhfeg
,	,
og	c
þetta	fahen
er	sfg3en
líf	nhen
sem	ct
þú	fp2en
sérð	sfg2en
,	,
lífsmark	nhen
við	ao
sjúkrabíl	nkeo
sem	ct
innbyrðir	sfg3en
Hlyn	nkeo-s
sjálfan	fbkeo
bifvélavirkja	nkeo
sem	ct
rödd	nven
í	aþ
vindinum	nkeþg
segir	sfg3en
hafa	sng
ætlað	ssg
að	cn
moka	sng
sig	fpkeo
út	aa
en	c
fengið	ssg
tak	nheo
frammá	ao
skófluna	nveog
.	.

þetta	fahen
er	sfg3en
lífsmark	nhen
,	,
í	aþ
sjónhendingu	nveþ
ber	sfg3en
fyrir	aa
grátt	lheosf
andlit	nheo
gamla	lkeevf
mannsins	nkeeg
,	,
síðastur	lkense
manna	nkfe
sérðu	sfg2en
þetta	faheo
andlit	nheo
í	aþ
hverfinu	nheþg
fyrir	ao
utan	aa
Laugu	nveo-s
hans	fpkee
skökku	lveovf
sem	ct
erfiðar	sfg3en
við	ao
að	cn
elta	sng
bóndann	nkeog
með	ao
svuntuhorn	nheo
í	aþ
auga	nheþ
og	c
kannski	aa
eru	sfg3fn
kvein	nhfn
hennar	fpvee
þessi	fahfn
snöggu	lhfnvf
aukahljóð	nhfn
sem	ct
þú	fp2en
heyrir	sfg2en
í	aþ
storminum	nkeþg
áður	aa
en	c
frostbitnir	lkfnsf
sjúkraliðar	nkfn
skella	sfg3fn
aftur	aa
vængjahurðunum	nvfþg
og	c
bíllinn	nkeng
mjakast	sfm3en
af	aþ
stað	nkeþ
með	aþ
keðjuslætti	nkeþ
gegnum	ao
sortann	nkeog
og	c
skaflana	nkfog
í	aþ
helför	nveþ
bifvélavirkjans	nkeeg
sem	ct
var	sfg3eþ
víst	aa
enginn	foken
bifvélavirki	nken
heldur	c
bara	aa
laghentur	lkensf
juðari	nken
sem	ct
fengið	ssg
hafði	sfg3eþ
þennan	fakeo
skúr	nkeo
til	ae
umráða	nhfe
þegar	c
kampurinn	nkeng
var	sfg3eþ
opnaður	sþgken
innlendum	lkeþsf
almenningi	nkeþ
í	ao
lok	nhfo
styrjaldarinnar	nveeg
miklu	lveevf
...	...

og	c
svikul	lvensf
hádegisbirtan	nveng
virðist	sfm3en
líka	aa
vera	sng
að	cn
fá	sng
hjartaáfall	nheo
og	c
því	aa
hyggilegast	lhense
að	cn
koma	sng
sér	fpkeþ
heim	aa
í	ao
gamla	lheovf
hús	nheo
sem	ct
að	aþ
öllu	foheþ
hlúir	sfg3en
áður	aa
en	c
blek	nhen
myrkursins	nheeg
hellist	sfm3en
yfir	aa
á	aa
ný	aa
.	.

þarna	aa
rís	sfg3en
húsið	nheng
steingrátt	lhensf
í	aþ
ljósaskiftunum	nhfþg
,	,
en	c
varaðu	sbg2en
þig	fp2eo
á	aþ
útidyrahurðinni	nveþg
því	fpheþ
að	c
hún	fpven
gæti	svg3eþ
horfið	ssg
út	aa
í	ao
auðnina	nveog
ef	c
sviftivindarnir	nkfng
næðu	svg3fþ
á	aþ
henni	fpveþ
taki	nheþ
og	c
þá	aa
blési	svg3eþ
norðanbálið	nheng
óhindrað	lhensf
sköflunum	nkfþg
inn	aa
í	ao
forstofuna	nveog
.	.

og	c
allt	fohen
myrkrið	nheng
hefur	sfg3en
beinlínis	aa
auglýst	ssg
afl	nheo
sitt	feheo
þennan	fakeo
dag	nkeo
með	aþ
því	fpheþ
að	cn
kæfa	sng
líka	aa
birtuna	nveog
inní	aþ
húsunum	nhfþg
,	,
slökkvararnir	nkfng
svara	sfg3fn
einungis	aa
með	aþ
lágværum	lkeþsf
smelli	nkeþ
og	c
kannski	aa
hefur	sfg3en
eitt	tfhen
af	aþ
stálmöstrunum	nhfþg
sem	ct
ber	sfg3en
rafmagnið	nheog
frá	aþ
fallvötnunum	nhfþg
yfir	ao
heiðarnar	nvfog
fylgt	ssg
dæmi	nheþ
margra	lkfesf
í	aþ
byggð	nveþ
,	,
lagst	ssm
brotið	lhensf
og	c
flatt	lhensf
undan	aþ
ágangi	nkeþ
vetrarins	nkeeg
.	.

en	c
Tommi	nken-s
kaupmaður	nken
hefur	sfg3en
af	aþ
hyggindum	nhfþ
sínum	fehfþ
séð	ssg
til	ae
þess	fphee
að	c
alltaf	aa
eru	sfg3fn
til	aa
einhver	fohfn
virk	lhfnsf
vasaljós	nhfn
í	aþ
húsinu	nheþg
til	ae
að	cn
bjarga	sng
svona	lvfþof
stundum	nvfþ
;	;
ekki	aa
má	sfg3en
nota	sng
kerti	nhfo
,	,
því	fpheþ
að	c
Karolína	nven-s
spákona	nven
hefur	sfg3en
úthrópað	ssg
og	c
fordæmt	ssg
allt	foheo
lifandi	lheoof
ljós	nheo
úr	aþ
sínum	fehfþ
húsum	nhfþ
.	.

fólkið	nheng
safnast	sfm3en
einsog	c
flugur	nvfn
í	ao
ljóskeilurnar	nvfog
sem	ct
skera	sfg3fn
rökkrið	nheog
.	.

hæglætismennirnir	nkfng
Tommi	nken-s
og	c
Daníel	nken-s
sitja	sfg3fn
við	ao
litla	lveosf
glætu	nveo
í	aþ
innsta	lheþve
horni	nheþ
stofunnar	nveeg
og	c
spjalla	sfg3fn
um	ao
þessa	fakfo
tíma	nkfo
sem	ct
eru	sfg3fn
merkilegir	lkfnsf
fyrir	ao
það	fpheo
að	cn
vera	sng
liðnir	lkfnsf
.	.

ungi	lkenvf
maðurinn	nkeng
hlustar	sfg3en
.	.

Tommi	nken-s
gamli	lkenvf
mælir	sfg3en
.	.

spákonan	nveng
segir	sfg3en
að	c
Tommi	nken-s
geti	svg3en
frá	aþ
engu	foheþ
sagt	ssg
nema	c
lífi	nheþ
sínu	feheþ
á	aþ
þeim	fahfþ
fornu	lhfþvf
árum	nhfþ
þegar	c
hann	fpken
var	sfg3eþ
ölkær	lkensf
og	c
léttlyndur	lkensf
piparsveinn	nken
á	aþ
bárum	nvfþ
heimshafanna	nhfeg
,	,
en	c
það	fphen
er	sfg3en
varla	aa
rétt	lhensf
vegna	ae
þess	fphee
að	c
nú	aa
í	aþ
keilu	nveþ
vasaljóssins	nheeg
er	sfg3en
það	fphen
böl	nhen
drykkjunnar	nveeg
sem	ct
er	sfg3en
honum	fpkeþ
efst	aae
í	aþ
huga	nkeþ
;	;
allir	fokfn
vinirnir	nkfng
og	c
ættingjarnir	nkfng
sem	ct
tortímst	ssm
hafa	sfg3fn
í	aþ
víti	nheþ
alkahólsins	nheeg
.	.

einsog	c
Mási	nken-s
heitinn	lkensf
bróðir	nken
.	.

frá	aþ
því	fpheþ
við	fp1fn
fæddumst	sfm1fþ
með	aþ
hálftíma	nkee
millibili	nheþ
máttum	sfg1fþ
við	fp1fn
helst	aae
ekki	aa
hvor	foken
af	aþ
öðrum	fokeþ
líta	sng
.	.

það	fphen
gat	sfg3eþ
ekki	aa
betri	lkeovm
mann	nkeo
,	,
enda	c
var	sfg3eþ
hann	fpken
vinsæll	lkensf
hvar	aa
sem	c
hann	fpken
kom	sfg3eþ
fyrir	ao
elskulegheit	nhfo
og	c
greiðvikni	nveo
.	.

orkanduglegur	lkensf
til	ae
allrar	fovee
vinnu	nvee
.	.

en	c
hvað	fshen
?	?

hann	fpken
var	sfg3eþ
um	ao
tvítugt	lheosf
,	,
á	ao
aldur	nkeo
við	ao
þig	fp2eo
,	,
þegar	c
hann	fpken
lenti	sfg3eþ
í	aþ
sullinu	nheþg
.	.

drakk	sfg3eþ
allt	foheo
frá	aþ
sér	fpkeþ
.	.

og	c
það	fphen
var	sfg3eþ
hreinlega	aa
ekkert	fohen
sem	ct
ég	fp1en
gat	sfg1eþ
fyrir	ao
hann	fpkeo
gert	ssg
.	.

og	c
hvað	fshen
?	?
sagði	sfg3eþ
ungi	lkenvf
maðurinn	nkeng
,	,
sem	ct
þó	aa
var	sfg3eþ
á	ao
svipinn	nkeog
einsog	c
hann	fpken
væri	svg3eþ
að	cn
heyra	sng
um	ao
þetta	faheo
í	ao
tuttugasta	lheovf
sinn	nheo
.	.

«	«
hirtu	sbg2en
mútugjafirnar	nvfog
með	aþ
þér	fp2eþ
,	,
bölvaður	lkensf
Júdasinn	nkengs
,	,
»	»
heyrir	sfg3en
Beggi	nken-s
gargandi	lveoof
rödd	nveo
mása	sng
,	,
rödd	nveo
Petru	nvee-s
,	,
svo	aa
brothljóð	nheo
,	,
hurðarskell	nkeo
sem	ct
bergmálar	sfg3en
inni	aa
í	aþ
höfðinu	nheþg
á	aþ
honum	fpkeþ
,	,
og	c
hann	fpken
ætlar	sfg3en
að	cn
spyrja	sng
hvað	fshen
hafi	svg3en
gerst	ssm
,	,
hvað	fshen
hafi	svg3en
komið	ssg
fyrir	aa
,	,
hvort	c
Ásgeir	nken-s
hafi	svg3en
meiðst	ssm
,	,
en	c
tungan	nveng
flækist	sfm3en
fyrir	aa
,	,
festist	sfm3en
við	ao
góminn	nkeog
og	c
ekkert	fohen
hljóð	nhen
heyrist	sfm3en
.	.

eitt	tfheo
skelfingaraugnablik	nheo
sér	sfg3en
hann	fpken
Ásgeir	nkeo-s
gamla	lkeovf
liggjandi	slg
fyrir	ao
neðan	aa
tröppurnar	nvfog
stórskaðaðan	lkeosf
,	,
jafnvel	aa
dáinn	lkeosf
;	;
eitt	tfheo
endalaust	lheosf
augnablik	nheo
sér	sfg3en
hann	fpken
hann	fpkeo
liggja	sng
dauðan	lkeosf
,	,
og	c
eitthvað	fohen
bærir	sfg3en
á	aþ
sér	fpheþ
í	aþ
brjóstinu	nheþg
,	,
eitthvað	fohen
sem	ct
þessi	faven
másandi	lvenof
,	,
gargandi	lvenof
rödd	nven
hefur	sfg3en
vakið	ssg
upp	aa
,	,
eitthvað	foheo
svart	lheosf
og	c
heiftúðugt	lheosf
,	,
en	c
þá	aa
rýfur	sfg3en
vélarhljóð	nhen
sortann	nkeog
;	;
fyrir	aa
utan	aa
tekur	sfg3en
bíll	nken
af	aþ
stað	nkeþ
og	c
þeytir	sfg3en
upp	aa
möl	nveþ
og	c
grjóti	nheþ
af	aþ
þvílíku	fbheþ
afli	nheþ
að	c
sumt	fohen
